Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
E49	462	0	0	0	0	0	0	0	326	0	70.56	nan	462	0	231	0	231	0	294	0	63.64	nan	304	0	22	0	4.76	nan	8	0	2	0	462
E5	468	0	0	0	0	0	0	0	427	0	91.24	nan	468	0	234	0	234	0	400	0	85.47	nan	418	0	9	0	1.92	nan	2	0	2	0	468
E50	1186	0	0	0	0	0	0	0	973	0	82.04	nan	1186	0	593	0	593	0	926	0	78.08	nan	942	0	31	0	2.61	nan	2	0	1	0	1186
E51	584	0	0	0	0	0	0	0	468	0	80.14	nan	584	0	292	0	292	0	450	0	77.05	nan	458	0	10	0	1.71	nan	2	0	2	0	584
E52	576	0	0	0	0	0	0	0	527	0	91.49	nan	576	0	288	0	288	0	478	0	82.99	nan	520	0	7	0	1.22	nan	4	0	4	0	576
E53	404	0	0	0	0	0	0	0	347	0	85.89	nan	404	0	202	0	202	0	324	0	80.2	nan	340	0	7	0	1.73	nan	4	0	2	0	404
E54	266	0	0	0	0	0	0	0	212	0	79.7	nan	266	0	133	0	133	0	202	0	75.94	nan	208	0	4	0	1.5	nan	0	0	0	0	266
E55	586	0	0	0	0	0	0	0	486	0	82.94	nan	586	0	293	0	293	0	458	0	78.16	nan	470	0	16	0	2.73	nan	2	0	0	0	586
E56	582	0	0	0	0	0	0	0	525	0	90.21	nan	582	0	291	0	291	0	496	0	85.22	nan	506	0	19	0	3.26	nan	2	0	2	0	582
E57	368	0	0	0	0	0	0	0	308	0	83.7	nan	368	0	184	0	184	0	264	0	71.74	nan	286	0	22	0	5.98	nan	0	0	0	0	368
E58	1036	0	0	0	0	0	0	0	955	0	92.18	nan	1036	0	518	0	518	0	914	0	88.22	nan	938	0	17	0	1.64	nan	4	0	2	0	1036
E59	654	0	0	0	0	0	0	0	557	0	85.17	nan	654	0	327	0	327	0	496	0	75.84	nan	536	0	21	0	3.21	nan	32	0	32	0	654
E60	254	0	0	0	0	0	0	0	195	0	76.77	nan	254	0	127	0	127	0	182	0	71.65	nan	190	0	5	0	1.97	nan	4	0	4	0	254
E61	690	0	0	0	0	0	0	0	605	0	87.68	nan	690	0	345	0	345	0	588	0	85.22	nan	596	0	9	0	1.3	nan	4	0	3	0	690
E62	568	0	0	0	0	0	0	0	533	0	93.84	nan	568	0	284	0	284	0	498	0	87.68	nan	520	0	13	0	2.29	nan	4	0	1	0	568
E63	414	0	0	0	0	0	0	0	364	0	87.92	nan	414	0	207	0	207	0	348	0	84.06	nan	358	0	6	0	1.45	nan	4	0	2	0	414
E64	794	0	0	0	0	0	0	0	694	0	87.41	nan	794	0	397	0	397	0	648	0	81.61	nan	678	0	16	0	2.02	nan	16	0	8	0	794
E65	300	0	0	0	0	0	0	0	243	0	81.0	nan	300	0	150	0	150	0	232	0	77.33	nan	232	0	11	0	3.67	nan	0	0	0	0	300
E66	238	0	0	0	0	0	0	0	165	0	69.33	nan	238	0	119	0	119	0	158	0	66.39	nan	158	0	7	0	2.94	nan	0	0	0	0	238
E67	380	0	0	0	0	0	0	0	332	0	87.37	nan	380	0	190	0	190	0	320	0	84.21	nan	326	0	6	0	1.58	nan	0	0	0	0	380
E68	504	0	0	0	0	0	0	0	467	0	92.66	nan	504	0	252	0	252	0	418	0	82.94	nan	452	0	15	0	2.98	nan	8	0	2	0	504
E69	368	0	0	0	0	0	0	0	286	0	77.72	nan	368	0	184	0	184	0	260	0	70.65	nan	280	0	6	0	1.63	nan	0	0	0	0	368
E7	1056	0	0	0	0	0	0	0	896	0	84.85	nan	1056	0	528	0	528	0	832	0	78.79	nan	874	0	22	0	2.08	nan	2	0	2	0	1056
E70	650	0	0	0	0	0	0	0	565	0	86.92	nan	650	0	325	0	325	0	528	0	81.23	nan	546	0	19	0	2.92	nan	0	0	0	0	650
E72	456	0	0	0	0	0	0	0	379	0	83.11	nan	456	0	228	0	228	0	352	0	77.19	nan	362	0	17	0	3.73	nan	6	0	2	0	456
E75	378	0	0	0	0	0	0	0	312	0	82.54	nan	378	0	189	0	189	0	302	0	79.89	nan	308	0	4	0	1.06	nan	0	0	0	0	378
E76	398	0	0	0	0	0	0	0	347	0	87.19	nan	398	0	199	0	199	0	316	0	79.4	nan	342	0	5	0	1.26	nan	16	0	12	0	398
E77	626	0	0	0	0	0	0	0	515	0	82.27	nan	626	0	313	0	313	0	462	0	73.8	nan	490	0	25	0	3.99	nan	14	0	3	0	626
E78	1326	0	0	0	0	0	0	0	1144	0	86.27	nan	1326	0	663	0	663	0	1074	0	81.0	nan	1124	0	20	0	1.51	nan	8	0	4	0	1326
E8	794	0	0	0	0	0	0	0	632	0	79.6	nan	794	0	397	0	397	0	590	0	74.31	nan	606	0	26	0	3.27	nan	8	0	3	0	794
E80	330	0	0	0	0	0	0	0	272	0	82.42	nan	330	0	165	0	165	0	254	0	76.97	nan	254	0	18	0	5.45	nan	0	0	0	0	330
E82	428	0	0	0	0	0	0	0	329	0	76.87	nan	428	0	214	0	214	0	312	0	72.9	nan	320	0	9	0	2.1	nan	4	0	4	0	428
E84	344	0	0	0	0	0	0	0	295	0	85.76	nan	344	0	172	0	172	0	284	0	82.56	nan	290	0	5	0	1.45	nan	2	0	1	0	344
E85	596	0	0	0	0	0	0	0	494	0	82.89	nan	596	0	298	0	298	0	422	0	70.81	nan	458	0	36	0	6.04	nan	2	0	2	0	596
E86	294	0	0	0	0	0	0	0	238	0	80.95	nan	294	0	147	0	147	0	214	0	72.79	nan	234	0	4	0	1.36	nan	12	0	12	0	294
E87	678	0	0	0	0	0	0	0	541	0	79.79	nan	678	0	339	0	339	0	472	0	69.62	nan	518	0	23	0	3.39	nan	2	0	2	0	678
E9	2364	0	0	0	0	0	0	0	2092	0	88.49	nan	2364	0	1182	0	1182	0	1948	0	82.4	nan	2040	0	52	0	2.2	nan	24	0	17	0	2364
E90	468	0	0	0	0	0	0	0	351	0	75.0	nan	468	0	234	0	234	0	320	0	68.38	nan	342	0	9	0	1.92	nan	6	0	2	0	468
E91	540	0	0	0	0	0	0	0	476	0	88.15	nan	540	0	270	0	270	0	446	0	82.59	nan	462	0	14	0	2.59	nan	4	0	0	0	540
E92	674	0	0	0	0	0	0	0	587	0	87.09	nan	674	0	337	0	337	0	554	0	82.2	nan	570	0	17	0	2.52	nan	0	0	0	0	674
E94	768	0	0	0	0	0	0	0	756	0	98.44	nan	768	0	384	0	384	0	720	0	93.75	nan	752	0	4	0	0.52	nan	16	0	8	0	768
E95	1896	0	0	0	0	0	0	0	1689	0	89.08	nan	1896	0	948	0	948	0	1496	0	78.9	nan	1646	0	43	0	2.27	nan	102	0	97	0	1896
F1	224904	0	0	0	0	0	0	0	202556	0	90.06	nan	224904	0	112452	0	112452	0	187294	0	83.28	nan	199676	0	2880	0	1.28	nan	2596	0	1908	0	224904
F10	185662	0	0	0	0	0	0	0	136115	0	73.31	nan	185662	0	92831	0	92831	0	125910	0	67.82	nan	134236	0	1879	0	1.01	nan	1874	0	1326	0	185662
F11	57314	0	0	0	0	0	0	0	32393	0	56.52	nan	57314	0	28657	0	28657	0	29798	0	51.99	nan	31740	0	653	0	1.14	nan	516	0	371	0	57314
F12	134346	0	0	0	0	0	0	0	107744	0	80.2	nan	134346	0	67173	0	67173	0	99696	0	74.21	nan	106278	0	1466	0	1.09	nan	1602	0	1155	0	134346
F13	50362	0	0	0	0	0	0	0	39698	0	78.83	nan	50362	0	25181	0	25181	0	36728	0	72.93	nan	39218	0	480	0	0.95	nan	576	0	423	0	50362
F14	198132	0	0	0	0	0	0	0	154784	0	78.12	nan	198132	0	99066	0	99066	0	143370	0	72.36	nan	152718	0	2066	0	1.04	nan	2054	0	1408	0	198132
F15	45550	0	0	0	0	0	0	0	41593	0	91.31	nan	45550	0	22775	0	22775	0	38882	0	85.36	nan	40946	0	647	0	1.42	nan	524	0	357	0	45550
F16	56554	0	0	0	0	0	0	0	45458	0	80.38	nan	56554	0	28277	0	28277	0	41884	0	74.06	nan	44488	0	970	0	1.72	nan	556	0	343	0	56554
F17	97028	0	0	0	0	0	0	0	80745	0	83.22	nan	97028	0	48514	0	48514	0	74782	0	77.07	nan	79636	0	1109	0	1.14	nan	1106	0	756	0	97028
F18	190116	0	0	0	0	0	0	0	158358	0	83.3	nan	190116	0	95058	0	95058	0	146616	0	77.12	nan	155908	0	2450	0	1.29	nan	2128	0	1578	0	190116
F19	29580	0	0	0	0	0	0	0	19035	0	64.35	nan	29580	0	14790	0	14790	0	17730	0	59.94	nan	18812	0	223	0	0.75	nan	226	0	153	0	29580
F2	223802	0	0	0	0	0	0	0	184616	0	82.49	nan	223802	0	111901	0	111901	0	170788	0	76.31	nan	181912	0	2704	0	1.21	nan	2370	0	1638	0	223802
F20	69964	0	0	0	0	0	0	0	34054	0	48.67	nan	69964	0	34982	0	34982	0	31460	0	44.97	nan	33570	0	484	0	0.69	nan	492	0	358	0	69964
F21	58030	0	0	0	0	0	0	0	25193	0	43.41	nan	58030	0	29015	0	29015	0	23386	0	40.3	nan	24862	0	331	0	0.57	nan	340	0	240	0	58030
F22	197196	0	0	0	0	0	0	0	181396	0	91.99	nan	197196	0	98598	0	98598	0	167434	0	84.91	nan	178920	0	2476	0	1.26	nan	2542	0	1764	0	197196
F23	129668	0	0	0	0	0	0	0	98495	0	75.96	nan	129668	0	64834	0	64834	0	91112	0	70.27	nan	97216	0	1279	0	0.99	nan	1406	0	966	0	129668
F24	108876	0	0	0	0	0	0	0	95509	0	87.72	nan	108876	0	54438	0	54438	0	89252	0	81.98	nan	94004	0	1505	0	1.38	nan	1508	0	1111	0	108876
F25	223040	0	0	0	0	0	0	0	202114	0	90.62	nan	223040	0	111520	0	111520	0	186852	0	83.78	nan	199492	0	2622	0	1.18	nan	2706	0	1929	0	223040
F26	301280	0	0	0	0	0	0	0	217720	0	72.27	nan	301280	0	150640	0	150640	0	201608	0	66.92	nan	214696	0	3024	0	1.0	nan	2856	0	2082	0	301280
F27	353446	0	0	0	0	0	0	0	247499	0	70.02	nan	353446	0	176723	0	176723	0	228882	0	64.76	nan	244250	0	3249	0	0.92	nan	3162	0	2242	0	353446
F28	55398	0	0	0	0	0	0	0	20678	0	37.33	nan	55398	0	27699	0	27699	0	19088	0	34.46	nan	20358	0	320	0	0.58	nan	276	0	205	0	55398
F29	102486	0	0	0	0	0	0	0	60865	0	59.39	nan	102486	0	51243	0	51243	0	48370	0	47.2	nan	51734	0	9131	0	8.91	nan	820	0	346	0	102486
F3	16218	0	0	0	0	0	0	0	3438	0	21.2	nan	16218	0	8109	0	8109	0	3092	0	19.07	nan	3294	0	144	0	0.89	nan	28	0	14	0	16218
F30	134626	0	0	0	0	0	0	0	83235	0	61.83	nan	134626	0	67313	0	67313	0	66248	0	49.21	nan	70860	0	12375	0	9.19	nan	1052	0	407	0	134626
F31	16528	0	0	0	0	0	0	0	9171	0	55.49	nan	16528	0	8264	0	8264	0	7432	0	44.97	nan	7912	0	1259	0	7.62	nan	132	0	56	0	16528
F32	108456	0	0	0	0	0	0	0	15107	0	13.93	nan	108456	0	54228	0	54228	0	12354	0	11.39	nan	13096	0	2011	0	1.85	nan	176	0	63	0	108456
F33	73588	0	0	0	0	0	0	0	49125	0	66.76	nan	73588	0	36794	0	36794	0	39400	0	53.54	nan	42014	0	7111	0	9.66	nan	614	0	240	0	73588
F34	172938	0	0	0	0	0	0	0	116149	0	67.16	nan	172938	0	86469	0	86469	0	92934	0	53.74	nan	99468	0	16681	0	9.65	nan	1656	0	671	0	172938
F35	188938	0	0	0	0	0	0	0	134296	0	71.08	nan	188938	0	94469	0	94469	0	106924	0	56.59	nan	114294	0	20002	0	10.59	nan	1988	0	754	0	188938
F36	48030	0	0	0	0	0	0	0	35918	0	74.78	nan	48030	0	24015	0	24015	0	28922	0	60.22	nan	30858	0	5060	0	10.54	nan	536	0	185	0	48030
F37	191294	0	0	0	0	0	0	0	185958	0	97.21	nan	191294	0	95647	0	95647	0	172734	0	90.3	nan	183886	0	2072	0	1.08	nan	2328	0	1721	0	191294
F38	98456	0	0	0	0	0	0	0	76118	0	77.31	nan	98456	0	49228	0	49228	0	70476	0	71.58	nan	75192	0	926	0	0.94	nan	1088	0	782	0	98456
F39	49074	0	0	0	0	0	0	0	33956	0	69.19	nan	49074	0	24537	0	24537	0	31532	0	64.25	nan	33508	0	448	0	0.91	nan	450	0	302	0	49074
F4	114706	0	0	0	0	0	0	0	91761	0	80.0	nan	114706	0	57353	0	57353	0	84858	0	73.98	nan	90382	0	1379	0	1.2	nan	1298	0	930	0	114706
F40	18684	0	0	0	0	0	0	0	10533	0	56.37	nan	18684	0	9342	0	9342	0	9746	0	52.16	nan	10388	0	145	0	0.78	nan	146	0	107	0	18684
F41	155610	0	0	0	0	0	0	0	109067	0	70.09	nan	155610	0	77805	0	77805	0	86640	0	55.68	nan	92768	0	16299	0	10.47	nan	1332	0	511	0	155610
F42	126134	0	0	0	0	0	0	0	89164	0	70.69	nan	126134	0	63067	0	63067	0	71350	0	56.57	nan	76044	0	13120	0	10.4	nan	1222	0	473	0	126134
F43	174992	0	0	0	0	0	0	0	126196	0	72.12	nan	174992	0	87496	0	87496	0	99564	0	56.9	nan	106700	0	19496	0	11.14	nan	1858	0	683	0	174992
F44	134578	0	0	0	0	0	0	0	95499	0	70.96	nan	134578	0	67289	0	67289	0	76158	0	56.59	nan	81280	0	14219	0	10.57	nan	1220	0	421	0	134578
F45	40984	0	0	0	0	0	0	0	30320	0	73.98	nan	40984	0	20492	0	20492	0	24322	0	59.35	nan	26010	0	4310	0	10.52	nan	370	0	133	0	40984
F46	75682	0	0	0	0	0	0	0	56080	0	74.1	nan	75682	0	37841	0	37841	0	45066	0	59.55	nan	48092	0	7988	0	10.55	nan	696	0	294	0	75682
F47	35624	0	0	0	0	0	0	0	26213	0	73.58	nan	35624	0	17812	0	17812	0	20958	0	58.83	nan	22386	0	3827	0	10.74	nan	324	0	139	0	35624
F48	88400	0	0	0	0	0	0	0	63761	0	72.13	nan	88400	0	44200	0	44200	0	50522	0	57.15	nan	53984	0	9777	0	11.06	nan	810	0	289	0	88400
F49	57940	0	0	0	0	0	0	0	32584	0	56.24	nan	57940	0	28970	0	28970	0	30220	0	52.16	nan	32108	0	476	0	0.82	nan	450	0	320	0	57940
F5	235620	0	0	0	0	0	0	0	210476	0	89.33	nan	235620	0	117810	0	117810	0	195116	0	82.81	nan	207880	0	2596	0	1.1	nan	2858	0	1994	0	235620
F50	261532	0	0	0	0	0	0	0	140323	0	53.65	nan	261532	0	130766	0	130766	0	129718	0	49.6	nan	138454	0	1869	0	0.71	nan	1970	0	1401	0	261532
F51	84014	0	0	0	0	0	0	0	46297	0	55.11	nan	84014	0	42007	0	42007	0	42800	0	50.94	nan	45684	0	613	0	0.73	nan	610	0	406	0	84014
F52	91006	0	0	0	0	0	0	0	57967	0	63.7	nan	91006	0	45503	0	45503	0	53846	0	59.17	nan	57292	0	675	0	0.74	nan	860	0	590	0	91006
F53	542	0	0	0	0	0	0	0	366	0	67.53	nan	542	0	271	0	271	0	314	0	57.93	nan	338	0	28	0	5.17	nan	4	0	4	0	542
F54	50330	0	0	0	0	0	0	0	35164	0	69.87	nan	50330	0	25165	0	25165	0	26920	0	53.49	nan	29264	0	5900	0	11.72	nan	882	0	381	0	50330
F55	85192	0	0	0	0	0	0	0	62338	0	73.17	nan	85192	0	42596	0	42596	0	49928	0	58.61	nan	53284	0	9054	0	10.63	nan	856	0	299	0	85192
F56	51736	0	0	0	0	0	0	0	38530	0	74.47	nan	51736	0	25868	0	25868	0	30988	0	59.9	nan	33130	0	5400	0	10.44	nan	482	0	178	0	51736
F57	215448	0	0	0	0	0	0	0	159122	0	73.86	nan	215448	0	107724	0	107724	0	126790	0	58.85	nan	135846	0	23276	0	10.8	nan	2222	0	845	0	215448
F58	259502	0	0	0	0	0	0	0	190948	0	73.58	nan	259502	0	129751	0	129751	0	153086	0	58.99	nan	163404	0	27544	0	10.61	nan	2540	0	971	0	259502
F59	265472	0	0	0	0	0	0	0	187864	0	70.77	nan	265472	0	132736	0	132736	0	174200	0	65.62	nan	185518	0	2346	0	0.88	nan	2428	0	1750	0	265472
F6	9692	0	0	0	0	0	0	0	3116	0	32.15	nan	9692	0	4846	0	4846	0	2820	0	29.1	nan	3062	0	54	0	0.56	nan	46	0	28	0	9692
F60	108058	0	0	0	0	0	0	0	85665	0	79.28	nan	108058	0	54029	0	54029	0	79578	0	73.64	nan	84696	0	969	0	0.9	nan	1172	0	819	0	108058
F61	72468	0	0	0	0	0	0	0	46716	0	64.46	nan	72468	0	36234	0	36234	0	43412	0	59.91	nan	46156	0	560	0	0.77	nan	592	0	438	0	72468
F62	244216	0	0	0	0	0	0	0	184164	0	75.41	nan	244216	0	122108	0	122108	0	170624	0	69.87	nan	181900	0	2264	0	0.93	nan	2426	0	1780	0	244216
F63	135480	0	0	0	0	0	0	0	99061	0	73.12	nan	135480	0	67740	0	67740	0	79032	0	58.33	nan	84350	0	14711	0	10.86	nan	1274	0	476	0	135480
F64	192712	0	0	0	0	0	0	0	138547	0	71.89	nan	192712	0	96356	0	96356	0	109548	0	56.85	nan	117466	0	21081	0	10.94	nan	1936	0	722	0	192712
F65	80410	0	0	0	0	0	0	0	54472	0	67.74	nan	80410	0	40205	0	40205	0	41588	0	51.72	nan	44888	0	9584	0	11.92	nan	1492	0	725	0	80410
F66	216232	0	0	0	0	0	0	0	153076	0	70.79	nan	216232	0	108116	0	108116	0	118158	0	54.64	nan	128426	0	24650	0	11.4	nan	3742	0	1677	0	216232
F67	73118	0	0	0	0	0	0	0	53459	0	73.11	nan	73118	0	36559	0	36559	0	42638	0	58.31	nan	45620	0	7839	0	10.72	nan	802	0	296	0	73118
F68	121316	0	0	0	0	0	0	0	87008	0	71.72	nan	121316	0	60658	0	60658	0	67914	0	55.98	nan	72814	0	14194	0	11.7	nan	1420	0	505	0	121316
F69	170774	0	0	0	0	0	0	0	125502	0	73.49	nan	170774	0	85387	0	85387	0	99562	0	58.3	nan	106524	0	18978	0	11.11	nan	1734	0	687	0	170774
F7	19844	0	0	0	0	0	0	0	3959	0	19.95	nan	19844	0	9922	0	9922	0	3130	0	15.77	nan	3356	0	603	0	3.04	nan	94	0	39	0	19844
F70	111742	0	0	0	0	0	0	0	81841	0	73.24	nan	111742	0	55871	0	55871	0	65674	0	58.77	nan	69364	0	12477	0	11.17	nan	1136	0	487	0	111742
F71	243026	0	0	0	0	0	0	0	98024	0	40.33	nan	243026	0	121513	0	121513	0	91782	0	37.77	nan	96308	0	1716	0	0.71	nan	1008	0	722	0	243026
F72	150036	0	0	0	0	0	0	0	78713	0	52.46	nan	150036	0	75018	0	75018	0	72754	0	48.49	nan	77772	0	941	0	0.63	nan	1212	0	861	0	150036
F73	347370	0	0	0	0	0	0	0	102192	0	29.42	nan	347370	0	173685	0	173685	0	94336	0	27.16	nan	100574	0	1618	0	0.47	nan	1492	0	1092	0	347370
F74	47270	0	0	0	0	0	0	0	45312	0	95.86	nan	47270	0	23635	0	23635	0	41940	0	88.72	nan	44772	0	540	0	1.14	nan	688	0	474	0	47270
F75	173008	0	0	0	0	0	0	0	115828	0	66.95	nan	173008	0	86504	0	86504	0	89498	0	51.73	nan	96920	0	18908	0	10.93	nan	2354	0	921	0	173008
F76	181188	0	0	0	0	0	0	0	128874	0	71.13	nan	181188	0	90594	0	90594	0	99620	0	54.98	nan	107650	0	21224	0	11.71	nan	2520	0	956	0	181188
F77	49760	0	0	0	0	0	0	0	35304	0	70.95	nan	49760	0	24880	0	24880	0	26976	0	54.21	nan	29180	0	6124	0	12.31	nan	654	0	263	0	49760
F78	147768	0	0	0	0	0	0	0	103555	0	70.08	nan	147768	0	73884	0	73884	0	80910	0	54.75	nan	87136	0	16419	0	11.11	nan	1898	0	781	0	147768
F79	67506	0	0	0	0	0	0	0	49736	0	73.68	nan	67506	0	33753	0	33753	0	39602	0	58.66	nan	42286	0	7450	0	11.04	nan	536	0	171	0	67506
F8	29580	0	0	0	0	0	0	0	7318	0	24.74	nan	29580	0	14790	0	14790	0	6698	0	22.64	nan	7190	0	128	0	0.43	nan	104	0	70	0	29580
F80	40122	0	0	0	0	0	0	0	29611	0	73.8	nan	40122	0	20061	0	20061	0	23738	0	59.16	nan	25474	0	4137	0	10.31	nan	418	0	153	0	40122
F81	167040	0	0	0	0	0	0	0	122997	0	73.63	nan	167040	0	83520	0	83520	0	98270	0	58.83	nan	105020	0	17977	0	10.76	nan	1548	0	529	0	167040
F82	117660	0	0	0	0	0	0	0	87386	0	74.27	nan	117660	0	58830	0	58830	0	70192	0	59.66	nan	74974	0	12412	0	10.55	nan	1164	0	480	0	117660
F83	134680	0	0	0	0	0	0	0	95839	0	71.16	nan	134680	0	67340	0	67340	0	73868	0	54.85	nan	79726	0	16113	0	11.96	nan	1888	0	693	0	134680
F84	143034	0	0	0	0	0	0	0	102366	0	71.57	nan	143034	0	71517	0	71517	0	79080	0	55.29	nan	85248	0	17118	0	11.97	nan	2064	0	879	0	143034
F85	119106	0	0	0	0	0	0	0	83632	0	70.22	nan	119106	0	59553	0	59553	0	64074	0	53.8	nan	69558	0	14074	0	11.82	nan	2098	0	926	0	119106
F86	37174	0	0	0	0	0	0	0	25339	0	68.16	nan	37174	0	18587	0	18587	0	20344	0	54.73	nan	21666	0	3673	0	9.88	nan	352	0	148	0	37174
F87	22578	0	0	0	0	0	0	0	16058	0	71.12	nan	22578	0	11289	0	11289	0	12550	0	55.59	nan	13506	0	2552	0	11.3	nan	240	0	102	0	22578
F88	107656	0	0	0	0	0	0	0	77042	0	71.56	nan	107656	0	53828	0	53828	0	60316	0	56.03	nan	64838	0	12204	0	11.34	nan	1066	0	383	0	107656
F89	136438	0	0	0	0	0	0	0	97878	0	71.74	nan	136438	0	68219	0	68219	0	76222	0	55.87	nan	81708	0	16170	0	11.85	nan	1350	0	436	0	136438
F9	161212	0	0	0	0	0	0	0	83251	0	51.64	nan	161212	0	80606	0	80606	0	76890	0	47.69	nan	82128	0	1123	0	0.7	nan	1202	0	876	0	161212
F90	81686	0	0	0	0	0	0	0	59634	0	73.0	nan	81686	0	40843	0	40843	0	47092	0	57.65	nan	50518	0	9116	0	11.16	nan	890	0	321	0	81686
F91	128388	0	0	0	0	0	0	0	125183	0	97.5	nan	128388	0	64194	0	64194	0	116042	0	90.38	nan	123706	0	1477	0	1.15	nan	1742	0	1349	0	128388
F91_2019	28884	0	0	0	0	0	0	0	26215	0	90.76	nan	28884	0	14442	0	14442	0	22662	0	78.46	nan	25150	0	1065	0	3.69	nan	692	0	435	0	28884
F92	100654	0	0	0	0	0	0	0	73119	0	72.64	nan	100654	0	50327	0	50327	0	57596	0	57.22	nan	61726	0	11393	0	11.32	nan	1290	0	540	0	100654
F93	54586	0	0	0	0	0	0	0	37521	0	68.74	nan	54586	0	27293	0	27293	0	28936	0	53.01	nan	31184	0	6337	0	11.61	nan	648	0	293	0	54586
F94	86142	0	0	0	0	0	0	0	47327	0	54.94	nan	86142	0	43071	0	43071	0	36368	0	42.22	nan	39288	0	8039	0	9.33	nan	924	0	332	0	86142
F95	4538800	0	0	0	0	0	0	0	3179783	0	70.06	nan	4538800	0	2269400	0	2269400	0	2449634	0	53.97	nan	2639778	0	540005	0	11.9	nan	68304	0	24615	0	4538800
F96	2830432	0	0	0	0	0	0	0	1979304	0	69.93	nan	2830432	0	1415216	0	1415216	0	1525488	0	53.9	nan	1639344	0	339960	0	12.01	nan	41594	0	15747	0	2830432
G01	457880	0	0	0	0	0	0	0	325978	0	71.19	nan	457880	0	228940	0	228940	0	245622	0	53.64	nan	264252	0	61726	0	13.48	nan	6998	0	2823	0	457880
G1	375848	0	0	0	0	0	0	0	269778	0	71.78	nan	375848	0	187924	0	187924	0	209560	0	55.76	nan	222806	0	46972	0	12.5	nan	4992	0	1941	0	375848
G10	214762	0	0	0	0	0	0	0	154765	0	72.06	nan	214762	0	107381	0	107381	0	119880	0	55.82	nan	127384	0	27381	0	12.75	nan	3028	0	1096	0	214762
G11	58056	0	0	0	0	0	0	0	40905	0	70.46	nan	58056	0	29028	0	29028	0	31220	0	53.78	nan	33524	0	7381	0	12.71	nan	872	0	330	0	58056
G12	228482	0	0	0	0	0	0	0	163384	0	71.51	nan	228482	0	114241	0	114241	0	125436	0	54.9	nan	133746	0	29638	0	12.97	nan	3346	0	1333	0	228482
G13	114788	0	0	0	0	0	0	0	81215	0	70.75	nan	114788	0	57394	0	57394	0	61828	0	53.86	nan	66218	0	14997	0	13.06	nan	2082	0	977	0	114788
G14	65446	0	0	0	0	0	0	0	45279	0	69.19	nan	65446	0	32723	0	32723	0	34418	0	52.59	nan	37074	0	8205	0	12.54	nan	1208	0	530	0	65446
G15	399392	0	0	0	0	0	0	0	162600	0	40.71	nan	399392	0	199696	0	199696	0	123636	0	30.96	nan	132970	0	29630	0	7.42	nan	3846	0	1706	0	399392
G16	17780	0	0	0	0	0	0	0	12052	0	67.78	nan	17780	0	8890	0	8890	0	9170	0	51.57	nan	9880	0	2172	0	12.22	nan	296	0	130	0	17780
G17	790036	0	0	0	0	0	0	0	764951	0	96.82	nan	790036	0	395018	0	395018	0	710040	0	89.87	nan	750778	0	14173	0	1.79	nan	12144	0	9497	0	790036
G17_2019	12256	0	0	0	0	0	0	0	11607	0	94.7	nan	12256	0	6128	0	6128	0	10274	0	83.83	nan	11200	0	407	0	3.32	nan	270	0	175	0	12256
G18	307136	0	0	0	0	0	0	0	294958	0	96.03	nan	307136	0	153568	0	153568	0	272536	0	88.73	nan	288652	0	6306	0	2.05	nan	5152	0	3932	0	307136
G18_2019	3940	0	0	0	0	0	0	0	3732	0	94.72	nan	3940	0	1970	0	1970	0	3350	0	85.03	nan	3600	0	132	0	3.35	nan	106	0	64	0	3940
G19	65392	0	0	0	0	0	0	0	45536	0	69.64	nan	65392	0	32696	0	32696	0	35102	0	53.68	nan	37500	0	8036	0	12.29	nan	870	0	301	0	65392
G2	242884	0	0	0	0	0	0	0	174581	0	71.88	nan	242884	0	121442	0	121442	0	136266	0	56.1	nan	144896	0	29685	0	12.22	nan	2870	0	1146	0	242884
G20	365618	0	0	0	0	0	0	0	185126	0	50.63	nan	365618	0	182809	0	182809	0	143048	0	39.12	nan	152212	0	32914	0	9.0	nan	3472	0	1362	0	365618
G21	198460	0	0	0	0	0	0	0	133519	0	67.28	nan	198460	0	99230	0	99230	0	103704	0	52.25	nan	110404	0	23115	0	11.65	nan	2720	0	1085	0	198460
G22	134336	0	0	0	0	0	0	0	83879	0	62.44	nan	134336	0	67168	0	67168	0	64278	0	47.85	nan	68592	0	15287	0	11.38	nan	1722	0	722	0	134336
G23	73310	0	0	0	0	0	0	0	52148	0	71.13	nan	73310	0	36655	0	36655	0	40060	0	54.64	nan	43114	0	9034	0	12.32	nan	1216	0	558	0	73310
G24	230568	0	0	0	0	0	0	0	164108	0	71.18	nan	230568	0	115284	0	115284	0	125976	0	54.64	nan	134526	0	29582	0	12.83	nan	3298	0	1292	0	230568
G25	268286	0	0	0	0	0	0	0	190947	0	71.17	nan	268286	0	134143	0	134143	0	147008	0	54.8	nan	156508	0	34439	0	12.84	nan	3770	0	1414	0	268286
