Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
H72	135516	0	0	0	0	0	0	0	97028	0	71.6	nan	135516	0	67758	0	67758	0	74704	0	55.13	nan	79814	0	17214	0	12.7	nan	2004	0	820	0	135516
H8	211416	0	0	0	0	0	0	0	190875	0	90.28	nan	211416	0	105708	0	105708	0	176192	0	83.34	nan	186906	0	3969	0	1.88	nan	3490	0	2520	0	211416
H8_2019	10744	0	0	0	0	0	0	0	7688	0	71.56	nan	10744	0	5372	0	5372	0	6586	0	61.3	nan	7302	0	386	0	3.59	nan	244	0	147	0	10744
H9	212170	0	0	0	0	0	0	0	147902	0	69.71	nan	212170	0	106085	0	106085	0	113552	0	53.52	nan	121018	0	26884	0	12.67	nan	2484	0	881	0	212170
I01	168088	0	0	0	0	0	0	0	152805	0	90.91	nan	168088	0	84044	0	84044	0	139052	0	82.73	nan	147918	0	4887	0	2.91	nan	2810	0	2143	0	168088
I02	184396	0	0	0	0	0	0	0	172189	0	93.38	nan	184396	0	92198	0	92198	0	158200	0	85.79	nan	167964	0	4225	0	2.29	nan	2666	0	1961	0	184396
I03	192928	0	0	0	0	0	0	0	180779	0	93.7	nan	192928	0	96464	0	96464	0	166482	0	86.29	nan	176926	0	3853	0	2.0	nan	3274	0	2488	0	192928
I04	159788	0	0	0	0	0	0	0	146626	0	91.76	nan	159788	0	79894	0	79894	0	134558	0	84.21	nan	142822	0	3804	0	2.38	nan	2796	0	2086	0	159788
I05	242822	0	0	0	0	0	0	0	222982	0	91.83	nan	242822	0	121411	0	121411	0	204442	0	84.19	nan	217378	0	5604	0	2.31	nan	4050	0	3066	0	242822
I06	207240	0	0	0	0	0	0	0	197814	0	95.45	nan	207240	0	103620	0	103620	0	183444	0	88.52	nan	194106	0	3708	0	1.79	nan	3166	0	2415	0	207240
I07	160216	0	0	0	0	0	0	0	154472	0	96.41	nan	160216	0	80108	0	80108	0	142914	0	89.2	nan	151566	0	2906	0	1.81	nan	2724	0	2104	0	160216
I08	144090	0	0	0	0	0	0	0	138954	0	96.44	nan	144090	0	72045	0	72045	0	128496	0	89.18	nan	136400	0	2554	0	1.77	nan	2318	0	1778	0	144090
I09	407934	0	0	0	0	0	0	0	387234	0	94.93	nan	407934	0	203967	0	203967	0	358040	0	87.77	nan	379286	0	7948	0	1.95	nan	6578	0	5134	0	407934
I10	107232	0	0	0	0	0	0	0	101825	0	94.96	nan	107232	0	53616	0	53616	0	93802	0	87.48	nan	99722	0	2103	0	1.96	nan	1668	0	1241	0	107232
I11	86044	0	0	0	0	0	0	0	82528	0	95.91	nan	86044	0	43022	0	43022	0	76398	0	88.79	nan	81012	0	1516	0	1.76	nan	1532	0	1181	0	86044
I12	269614	0	0	0	0	0	0	0	257067	0	95.35	nan	269614	0	134807	0	134807	0	236582	0	87.75	nan	252006	0	5061	0	1.88	nan	4438	0	3450	0	269614
I13	604286	0	0	0	0	0	0	0	496539	0	82.17	nan	604286	0	302143	0	302143	0	457802	0	75.76	nan	485828	0	10711	0	1.77	nan	8386	0	6122	0	604286
I14	397824	0	0	0	0	0	0	0	351517	0	88.36	nan	397824	0	198912	0	198912	0	325046	0	81.71	nan	345326	0	6191	0	1.56	nan	6012	0	4563	0	397824
I15	411968	0	0	0	0	0	0	0	393110	0	95.42	nan	411968	0	205984	0	205984	0	362790	0	88.06	nan	385666	0	7444	0	1.81	nan	6740	0	4894	0	411968
I16	338910	0	0	0	0	0	0	0	315161	0	92.99	nan	338910	0	169455	0	169455	0	291654	0	86.06	nan	308698	0	6463	0	1.91	nan	5422	0	4145	0	338910
I17	210170	0	0	0	0	0	0	0	187254	0	89.1	nan	210170	0	105085	0	105085	0	172998	0	82.31	nan	183314	0	3940	0	1.87	nan	3328	0	2463	0	210170
I18	465836	0	0	0	0	0	0	0	435895	0	93.57	nan	465836	0	232918	0	232918	0	403372	0	86.59	nan	427992	0	7903	0	1.7	nan	7054	0	5273	0	465836
I19	348376	0	0	0	0	0	0	0	327393	0	93.98	nan	348376	0	174188	0	174188	0	302944	0	86.96	nan	321506	0	5887	0	1.69	nan	5182	0	4034	0	348376
I20	688704	0	0	0	0	0	0	0	591896	0	85.94	nan	688704	0	344352	0	344352	0	544756	0	79.1	nan	580238	0	11658	0	1.69	nan	10030	0	7474	0	688704
I21	503244	0	0	0	0	0	0	0	445709	0	88.57	nan	503244	0	251622	0	251622	0	411878	0	81.84	nan	436526	0	9183	0	1.82	nan	7680	0	5635	0	503244
I22	284230	0	0	0	0	0	0	0	269713	0	94.89	nan	284230	0	142115	0	142115	0	250254	0	88.05	nan	264908	0	4805	0	1.69	nan	4442	0	3455	0	284230
I23	429392	0	0	0	0	0	0	0	365249	0	85.06	nan	429392	0	214696	0	214696	0	336224	0	78.3	nan	357462	0	7787	0	1.81	nan	6414	0	4918	0	429392
I24	504794	0	0	0	0	0	0	0	465983	0	92.31	nan	504794	0	252397	0	252397	0	429566	0	85.1	nan	456222	0	9761	0	1.93	nan	7392	0	5599	0	504794
J14	67948	0	0	0	0	0	0	0	45349	0	66.74	nan	67948	0	33974	0	33974	0	34780	0	51.19	nan	37254	0	8095	0	11.91	nan	1052	0	473	0	67948
J15	81812	0	0	0	0	0	0	0	57831	0	70.69	nan	81812	0	40906	0	40906	0	44334	0	54.19	nan	47564	0	10267	0	12.55	nan	1314	0	520	0	81812
J16	149872	0	0	0	0	0	0	0	84209	0	56.19	nan	149872	0	74936	0	74936	0	64110	0	42.78	nan	68796	0	15413	0	10.28	nan	1778	0	755	0	149872
J17	111844	0	0	0	0	0	0	0	77641	0	69.42	nan	111844	0	55922	0	55922	0	59156	0	52.89	nan	63470	0	14171	0	12.67	nan	1690	0	709	0	111844
J18	173980	0	0	0	0	0	0	0	117316	0	67.43	nan	173980	0	86990	0	86990	0	88738	0	51.0	nan	95394	0	21922	0	12.6	nan	2624	0	1085	0	173980
J19	227996	0	0	0	0	0	0	0	163774	0	71.83	nan	227996	0	113998	0	113998	0	124452	0	54.59	nan	133908	0	29866	0	13.1	nan	3668	0	1350	0	227996
J20	192876	0	0	0	0	0	0	0	138637	0	71.88	nan	192876	0	96438	0	96438	0	105462	0	54.68	nan	113006	0	25631	0	13.29	nan	3050	0	1315	0	192876
J21	44350	0	0	0	0	0	0	0	31305	0	70.59	nan	44350	0	22175	0	22175	0	23786	0	53.63	nan	25574	0	5731	0	12.92	nan	682	0	301	0	44350
J22	62144	0	0	0	0	0	0	0	40473	0	65.13	nan	62144	0	31072	0	31072	0	30888	0	49.7	nan	33142	0	7331	0	11.8	nan	972	0	344	0	62144
J23	182444	0	0	0	0	0	0	0	129662	0	71.07	nan	182444	0	91222	0	91222	0	98710	0	54.1	nan	105894	0	23768	0	13.03	nan	2936	0	1236	0	182444
J24	263042	0	0	0	0	0	0	0	190112	0	72.27	nan	263042	0	131521	0	131521	0	145242	0	55.22	nan	155608	0	34504	0	13.12	nan	3758	0	1550	0	263042
J25	93512	0	0	0	0	0	0	0	66402	0	71.01	nan	93512	0	46756	0	46756	0	50420	0	53.92	nan	54222	0	12180	0	13.03	nan	1510	0	669	0	93512
J26	1106904	0	0	0	0	0	0	0	214569	0	19.38	nan	1106904	0	553452	0	553452	0	162516	0	14.68	nan	174646	0	39923	0	3.61	nan	4612	0	1860	0	1106904
J27	259104	0	0	0	0	0	0	0	182037	0	70.26	nan	259104	0	129552	0	129552	0	138916	0	53.61	nan	149002	0	33035	0	12.75	nan	4008	0	1590	0	259104
K1	282066	0	0	0	0	0	0	0	152087	0	53.92	nan	282066	0	141033	0	141033	0	115794	0	41.05	nan	124520	0	27567	0	9.77	nan	3392	0	1363	0	282066
K2	169688	0	0	0	0	0	0	0	120759	0	71.17	nan	169688	0	84844	0	84844	0	91810	0	54.11	nan	98756	0	22003	0	12.97	nan	2786	0	1162	0	169688
K3	177876	0	0	0	0	0	0	0	125274	0	70.43	nan	177876	0	88938	0	88938	0	95510	0	53.69	nan	102510	0	22764	0	12.8	nan	2730	0	1147	0	177876
K31	135472	0	0	0	0	0	0	0	5326	0	3.93	nan	135472	0	67736	0	67736	0	3864	0	2.85	nan	4222	0	1104	0	0.81	nan	142	0	75	0	135472
K32	197996	0	0	0	0	0	0	0	113384	0	57.27	nan	197996	0	98998	0	98998	0	85702	0	43.28	nan	92192	0	21192	0	10.7	nan	2312	0	948	0	197996
K33	174746	0	0	0	0	0	0	0	92444	0	52.9	nan	174746	0	87373	0	87373	0	70308	0	40.23	nan	75504	0	16940	0	9.69	nan	2020	0	813	0	174746
K34	319652	0	0	0	0	0	0	0	107213	0	33.54	nan	319652	0	159826	0	159826	0	82050	0	25.67	nan	87750	0	19463	0	6.09	nan	2278	0	959	0	319652
K4	129856	0	0	0	0	0	0	0	92111	0	70.93	nan	129856	0	64928	0	64928	0	70116	0	54.0	nan	75052	0	17059	0	13.14	nan	1894	0	747	0	129856
K5	136568	0	0	0	0	0	0	0	92721	0	67.89	nan	136568	0	68284	0	68284	0	70296	0	51.47	nan	75568	0	17153	0	12.56	nan	2120	0	835	0	136568
K6	1596866	0	0	0	0	0	0	0	1666	0	0.1	nan	1596866	0	798433	0	798433	0	826	0	0.05	nan	902	0	764	0	0.05	nan	36	0	13	0	1596866
K7	588	0	0	0	0	0	0	0	151	0	25.68	nan	588	0	294	0	294	0	104	0	17.69	nan	118	0	33	0	5.61	nan	2	0	2	0	588
K8	4099900	0	0	0	0	0	0	0	11089	0	0.27	nan	4099900	0	2049950	0	2049950	0	7124	0	0.17	nan	7684	0	3405	0	0.08	nan	190	0	83	0	4099900
L1	240336	0	0	0	0	0	0	0	166446	0	69.26	nan	240336	0	120168	0	120168	0	127192	0	52.92	nan	136140	0	30306	0	12.61	nan	3548	0	1250	0	240336
L10	53642	0	0	0	0	0	0	0	37519	0	69.94	nan	53642	0	26821	0	26821	0	28608	0	53.33	nan	30578	0	6941	0	12.94	nan	764	0	264	0	53642
L11	201168	0	0	0	0	0	0	0	142219	0	70.7	nan	201168	0	100584	0	100584	0	108250	0	53.81	nan	116318	0	25901	0	12.88	nan	3276	0	1469	0	201168
L12	310374	0	0	0	0	0	0	0	169832	0	54.72	nan	310374	0	155187	0	155187	0	129428	0	41.7	nan	138918	0	30914	0	9.96	nan	3580	0	1511	0	310374
L13	196466	0	0	0	0	0	0	0	138969	0	70.73	nan	196466	0	98233	0	98233	0	105642	0	53.77	nan	113184	0	25785	0	13.12	nan	2744	0	1140	0	196466
L14	159090	0	0	0	0	0	0	0	110034	0	69.16	nan	159090	0	79545	0	79545	0	83834	0	52.7	nan	90066	0	19968	0	12.55	nan	2680	0	1153	0	159090
L15	111322	0	0	0	0	0	0	0	79398	0	71.32	nan	111322	0	55661	0	55661	0	60500	0	54.35	nan	64748	0	14650	0	13.16	nan	1658	0	694	0	111322
L16	155990	0	0	0	0	0	0	0	110908	0	71.1	nan	155990	0	77995	0	77995	0	84096	0	53.91	nan	90452	0	20456	0	13.11	nan	2424	0	933	0	155990
L17	151836	0	0	0	0	0	0	0	108947	0	71.75	nan	151836	0	75918	0	75918	0	82860	0	54.57	nan	88840	0	20107	0	13.24	nan	2244	0	922	0	151836
L18	2280	0	0	0	0	0	0	0	1518	0	66.58	nan	2280	0	1140	0	1140	0	1138	0	49.91	nan	1214	0	304	0	13.33	nan	24	0	11	0	2280
L18_rep	64658	0	0	0	0	0	0	0	46444	0	71.83	nan	64658	0	32329	0	32329	0	35144	0	54.35	nan	37820	0	8624	0	13.34	nan	996	0	364	0	64658
L19	853958	0	0	0	0	0	0	0	612388	0	71.71	nan	853958	0	426979	0	426979	0	463748	0	54.31	nan	498702	0	113686	0	13.31	nan	13264	0	5119	0	853958
L2	55326	0	0	0	0	0	0	0	30814	0	55.7	nan	55326	0	27663	0	27663	0	23414	0	42.32	nan	25012	0	5802	0	10.49	nan	656	0	253	0	55326
L20	155854	0	0	0	0	0	0	0	108410	0	69.56	nan	155854	0	77927	0	77927	0	82270	0	52.79	nan	88254	0	20156	0	12.93	nan	2260	0	864	0	155854
L21	216872	0	0	0	0	0	0	0	152357	0	70.25	nan	216872	0	108436	0	108436	0	115924	0	53.45	nan	123938	0	28419	0	13.1	nan	3096	0	1193	0	216872
L22	142136	0	0	0	0	0	0	0	102013	0	71.77	nan	142136	0	71068	0	71068	0	77856	0	54.78	nan	83454	0	18559	0	13.06	nan	2012	0	825	0	142136
L23	177242	0	0	0	0	0	0	0	125988	0	71.08	nan	177242	0	88621	0	88621	0	95736	0	54.01	nan	102778	0	23210	0	13.1	nan	2562	0	1004	0	177242
L24	345408	0	0	0	0	0	0	0	100903	0	29.21	nan	345408	0	172704	0	172704	0	76130	0	22.04	nan	81920	0	18983	0	5.5	nan	2270	0	884	0	345408
L25	19514	0	0	0	0	0	0	0	9360	0	47.97	nan	19514	0	9757	0	9757	0	7050	0	36.13	nan	7556	0	1804	0	9.24	nan	198	0	55	0	19514
L26	68264	0	0	0	0	0	0	0	48152	0	70.54	nan	68264	0	34132	0	34132	0	36770	0	53.86	nan	39190	0	8962	0	13.13	nan	920	0	295	0	68264
L27	133546	0	0	0	0	0	0	0	94564	0	70.81	nan	133546	0	66773	0	66773	0	72008	0	53.92	nan	77334	0	17230	0	12.9	nan	2206	0	825	0	133546
L28	235110	0	0	0	0	0	0	0	168705	0	71.76	nan	235110	0	117555	0	117555	0	128550	0	54.68	nan	137864	0	30841	0	13.12	nan	3308	0	1364	0	235110
L3	290810	0	0	0	0	0	0	0	191211	0	65.75	nan	290810	0	145405	0	145405	0	145090	0	49.89	nan	155720	0	35491	0	12.2	nan	3986	0	1573	0	290810
L4	200350	0	0	0	0	0	0	0	139486	0	69.62	nan	200350	0	100175	0	100175	0	105296	0	52.56	nan	113298	0	26188	0	13.07	nan	3112	0	1220	0	200350
L5	32934	0	0	0	0	0	0	0	21532	0	65.38	nan	32934	0	16467	0	16467	0	16070	0	48.79	nan	17298	0	4234	0	12.86	nan	462	0	199	0	32934
L6	144806	0	0	0	0	0	0	0	53436	0	36.9	nan	144806	0	72403	0	72403	0	40228	0	27.78	nan	43220	0	10216	0	7.05	nan	1184	0	401	0	144806
L7	132298	0	0	0	0	0	0	0	93329	0	70.54	nan	132298	0	66149	0	66149	0	70724	0	53.46	nan	76234	0	17095	0	12.92	nan	2228	0	901	0	132298
L8	93798	0	0	0	0	0	0	0	65225	0	69.54	nan	93798	0	46899	0	46899	0	49684	0	52.97	nan	53276	0	11949	0	12.74	nan	1356	0	546	0	93798
L9	3368	0	0	0	0	0	0	0	1950	0	57.9	nan	3368	0	1684	0	1684	0	1420	0	42.16	nan	1558	0	392	0	11.64	nan	46	0	15	0	3368
L9_rep	65178	0	0	0	0	0	0	0	45997	0	70.57	nan	65178	0	32589	0	32589	0	34844	0	53.46	nan	37470	0	8527	0	13.08	nan	982	0	414	0	65178
M1	141480	0	0	0	0	0	0	0	99839	0	70.57	nan	141480	0	70740	0	70740	0	74606	0	52.73	nan	80744	0	19095	0	13.5	nan	2226	0	1058	0	141480
M10	137926	0	0	0	0	0	0	0	53798	0	39.0	nan	137926	0	68963	0	68963	0	40374	0	29.27	nan	43758	0	10040	0	7.28	nan	1214	0	486	0	137926
M11	267668	0	0	0	0	0	0	0	189025	0	70.62	nan	267668	0	133834	0	133834	0	140594	0	52.53	nan	152344	0	36681	0	13.7	nan	4386	0	1719	0	267668
M12	278478	0	0	0	0	0	0	0	199196	0	71.53	nan	278478	0	139239	0	139239	0	148846	0	53.45	nan	160798	0	38398	0	13.79	nan	4330	0	1654	0	278478
M13	452838	0	0	0	0	0	0	0	321741	0	71.05	nan	452838	0	226419	0	226419	0	239014	0	52.78	nan	259740	0	62001	0	13.69	nan	7652	0	3224	0	452838
M14	125818	0	0	0	0	0	0	0	88322	0	70.2	nan	125818	0	62909	0	62909	0	65792	0	52.29	nan	71744	0	16578	0	13.18	nan	2352	0	1007	0	125818
M15	617522	0	0	0	0	0	0	0	109457	0	17.73	nan	617522	0	308761	0	308761	0	81404	0	13.18	nan	88394	0	21063	0	3.41	nan	2624	0	1070	0	617522
M16	188302	0	0	0	0	0	0	0	102761	0	54.57	nan	188302	0	94151	0	94151	0	76260	0	40.5	nan	82684	0	20077	0	10.66	nan	2474	0	1103	0	188302
M17	111306	0	0	0	0	0	0	0	78434	0	70.47	nan	111306	0	55653	0	55653	0	59036	0	53.04	nan	63700	0	14734	0	13.24	nan	1772	0	732	0	111306
M18	206080	0	0	0	0	0	0	0	148570	0	72.09	nan	206080	0	103040	0	103040	0	111920	0	54.31	nan	121350	0	27220	0	13.21	nan	3376	0	1415	0	206080
M19	89798	0	0	0	0	0	0	0	64285	0	71.59	nan	89798	0	44899	0	44899	0	48044	0	53.5	nan	52100	0	12185	0	13.57	nan	1512	0	591	0	89798
M2	154548	0	0	0	0	0	0	0	108252	0	70.04	nan	154548	0	77274	0	77274	0	80752	0	52.25	nan	87722	0	20530	0	13.28	nan	2598	0	1116	0	154548
M20	349148	0	0	0	0	0	0	0	239718	0	68.66	nan	349148	0	174574	0	174574	0	179182	0	51.32	nan	193386	0	46332	0	13.27	nan	5040	0	2123	0	349148
M20_rep	131558	0	0	0	0	0	0	0	90161	0	68.53	nan	131558	0	65779	0	65779	0	67476	0	51.29	nan	72678	0	17483	0	13.29	nan	2088	0	855	0	131558
M21	607678	0	0	0	0	0	0	0	427465	0	70.34	nan	607678	0	303839	0	303839	0	322750	0	53.11	nan	348342	0	79123	0	13.02	nan	9724	0	3951	0	607678
M22	335308	0	0	0	0	0	0	0	238523	0	71.14	nan	335308	0	167654	0	167654	0	181036	0	53.99	nan	194670	0	43853	0	13.08	nan	5048	0	2031	0	335308
M23	522206	0	0	0	0	0	0	0	366456	0	70.17	nan	522206	0	261103	0	261103	0	276988	0	53.04	nan	298354	0	68102	0	13.04	nan	7912	0	3250	0	522206
M24	120104	0	0	0	0	0	0	0	83597	0	69.6	nan	120104	0	60052	0	60052	0	63318	0	52.72	nan	67842	0	15755	0	13.12	nan	1640	0	609	0	120104
M25	1074968	0	0	0	0	0	0	0	763798	0	71.05	nan	1074968	0	537484	0	537484	0	576844	0	53.66	nan	621334	0	142464	0	13.25	nan	16532	0	6771	0	1074968
M26	132674	0	0	0	0	0	0	0	54625	0	41.17	nan	132674	0	66337	0	66337	0	41758	0	31.47	nan	44798	0	9827	0	7.41	nan	1072	0	445	0	132674
M3	332256	0	0	0	0	0	0	0	236021	0	71.04	nan	332256	0	166128	0	166128	0	176506	0	53.12	nan	191132	0	44889	0	13.51	nan	5350	0	2151	0	332256
M4	188118	0	0	0	0	0	0	0	134155	0	71.31	nan	188118	0	94059	0	94059	0	99726	0	53.01	nan	108358	0	25797	0	13.71	nan	3126	0	1305	0	188118
M5	947162	0	0	0	0	0	0	0	355310	0	37.51	nan	947162	0	473581	0	473581	0	263360	0	27.81	nan	286484	0	68826	0	7.27	nan	8054	0	3317	0	947162
M6	46754	0	0	0	0	0	0	0	32151	0	68.77	nan	46754	0	23377	0	23377	0	24686	0	52.8	nan	26548	0	5603	0	11.98	nan	706	0	294	0	46754
M7	145762	0	0	0	0	0	0	0	100359	0	68.85	nan	145762	0	72881	0	72881	0	75000	0	51.45	nan	81312	0	19047	0	13.07	nan	2342	0	960	0	145762
M8	188024	0	0	0	0	0	0	0	132551	0	70.5	nan	188024	0	94012	0	94012	0	98850	0	52.57	nan	107260	0	25291	0	13.45	nan	3196	0	1358	0	188024
M9	179972	0	0	0	0	0	0	0	127812	0	71.02	nan	179972	0	89986	0	89986	0	96138	0	53.42	nan	103616	0	24196	0	13.44	nan	2554	0	940	0	179972
N1	91290	0	0	0	0	0	0	0	62095	0	68.02	nan	91290	0	45645	0	45645	0	46024	0	50.42	nan	49856	0	12239	0	13.41	nan	1384	0	592	0	91290
N10	160508	0	0	0	0	0	0	0	112312	0	69.97	nan	160508	0	80254	0	80254	0	83356	0	51.93	nan	90606	0	21706	0	13.52	nan	2612	0	1112	0	160508
N11	237044	0	0	0	0	0	0	0	126236	0	53.25	nan	237044	0	118522	0	118522	0	93866	0	39.6	nan	101896	0	24340	0	10.27	nan	2880	0	1146	0	237044
N12	414122	0	0	0	0	0	0	0	293012	0	70.75	nan	414122	0	207061	0	207061	0	218252	0	52.7	nan	236526	0	56486	0	13.64	nan	6422	0	2519	0	414122
N13	174768	0	0	0	0	0	0	0	64030	0	36.64	nan	174768	0	87384	0	87384	0	47628	0	27.25	nan	51726	0	12304	0	7.04	nan	1510	0	700	0	174768
N14	166466	0	0	0	0	0	0	0	118371	0	71.11	nan	166466	0	83233	0	83233	0	88532	0	53.18	nan	95788	0	22583	0	13.57	nan	2640	0	1091	0	166466
N15	213090	0	0	0	0	0	0	0	120836	0	56.71	nan	213090	0	106545	0	106545	0	89820	0	42.15	nan	97338	0	23498	0	11.03	nan	2870	0	1184	0	213090
N16	423930	0	0	0	0	0	0	0	245504	0	57.91	nan	423930	0	211965	0	211965	0	181290	0	42.76	nan	197378	0	48126	0	11.35	nan	5938	0	2455	0	423930
N17	214864	0	0	0	0	0	0	0	153535	0	71.46	nan	214864	0	107432	0	107432	0	114524	0	53.3	nan	124266	0	29269	0	13.62	nan	3264	0	1317	0	214864
N18	187566	0	0	0	0	0	0	0	133816	0	71.34	nan	187566	0	93783	0	93783	0	100800	0	53.74	nan	108748	0	25068	0	13.36	nan	2834	0	1184	0	187566
N19	83750	0	0	0	0	0	0	0	56081	0	66.96	nan	83750	0	41875	0	41875	0	40388	0	48.22	nan	45214	0	10867	0	12.98	nan	1894	0	604	0	83750
N20	143188	0	0	0	0	0	0	0	101164	0	70.65	nan	143188	0	71594	0	71594	0	75874	0	52.99	nan	82214	0	18950	0	13.23	nan	2458	0	1043	0	143188
N21	25914	0	0	0	0	0	0	0	18320	0	70.7	nan	25914	0	12957	0	12957	0	13870	0	53.52	nan	14982	0	3338	0	12.88	nan	422	0	204	0	25914
N22	14206	0	0	0	0	0	0	0	10539	0	74.19	nan	14206	0	7103	0	7103	0	8942	0	62.95	nan	9574	0	965	0	6.79	nan	178	0	103	0	14206
N23	4734	0	0	0	0	0	0	0	3125	0	66.01	nan	4734	0	2367	0	2367	0	2354	0	49.73	nan	2512	0	613	0	12.95	nan	64	0	29	0	4734
N24	165238	0	0	0	0	0	0	0	115631	0	69.98	nan	165238	0	82619	0	82619	0	86066	0	52.09	nan	93218	0	22413	0	13.56	nan	2700	0	1080	0	165238
N25	130842	0	0	0	0	0	0	0	91451	0	69.89	nan	130842	0	65421	0	65421	0	68280	0	52.19	nan	74198	0	17253	0	13.19	nan	2054	0	831	0	130842
N26	143362	0	0	0	0	0	0	0	101671	0	70.92	nan	143362	0	71681	0	71681	0	75930	0	52.96	nan	82070	0	19601	0	13.67	nan	2286	0	913	0	143362
N27	134522	0	0	0	0	0	0	0	95278	0	70.83	nan	134522	0	67261	0	67261	0	71518	0	53.16	nan	77472	0	17806	0	13.24	nan	2160	0	939	0	134522
N28	164940	0	0	0	0	0	0	0	116309	0	70.52	nan	164940	0	82470	0	82470	0	86036	0	52.16	nan	93796	0	22513	0	13.65	nan	3092	0	1340	0	164940
N3	54838	0	0	0	0	0	0	0	37759	0	68.86	nan	54838	0	27419	0	27419	0	27984	0	51.03	nan	30346	0	7413	0	13.52	nan	862	0	402	0	54838
N4	95664	0	0	0	0	0	0	0	67027	0	70.07	nan	95664	0	47832	0	47832	0	49566	0	51.81	nan	54044	0	12983	0	13.57	nan	1660	0	680	0	95664
N5	139462	0	0	0	0	0	0	0	99868	0	71.61	nan	139462	0	69731	0	69731	0	74884	0	53.69	nan	81068	0	18800	0	13.48	nan	2280	0	915	0	139462
N6	151122	0	0	0	0	0	0	0	56466	0	37.36	nan	151122	0	75561	0	75561	0	42192	0	27.92	nan	45688	0	10778	0	7.13	nan	1368	0	540	0	151122
N7	36222	0	0	0	0	0	0	0	25216	0	69.62	nan	36222	0	18111	0	18111	0	18340	0	50.63	nan	20158	0	5058	0	13.96	nan	590	0	201	0	36222
N8	105004	0	0	0	0	0	0	0	74692	0	71.13	nan	105004	0	52502	0	52502	0	55382	0	52.74	nan	60294	0	14398	0	13.71	nan	1774	0	752	0	105004
N9	274804	0	0	0	0	0	0	0	196122	0	71.37	nan	274804	0	137402	0	137402	0	146948	0	53.47	nan	158922	0	37200	0	13.54	nan	4230	0	1878	0	274804
Q1	225398	0	0	0	0	0	0	0	161641	0	71.71	nan	225398	0	112699	0	112699	0	127638	0	56.63	nan	136068	0	25573	0	11.35	nan	2054	0	725	0	225398
Q10	3714	0	0	0	0	0	0	0	2588	0	69.68	nan	3714	0	1857	0	1857	0	2028	0	54.6	nan	2218	0	370	0	9.96	nan	60	0	16	0	3714
Q11	48638	0	0	0	0	0	0	0	35181	0	72.33	nan	48638	0	24319	0	24319	0	28046	0	57.66	nan	29908	0	5273	0	10.84	nan	414	0	126	0	48638
Q12	155446	0	0	0	0	0	0	0	109911	0	70.71	nan	155446	0	77723	0	77723	0	86900	0	55.9	nan	92744	0	17167	0	11.04	nan	1238	0	428	0	155446
Q13	71366	0	0	0	0	0	0	0	50520	0	70.79	nan	71366	0	35683	0	35683	0	39886	0	55.89	nan	42542	0	7978	0	11.18	nan	648	0	189	0	71366
Q14	210748	0	0	0	0	0	0	0	152187	0	72.21	nan	210748	0	105374	0	105374	0	119674	0	56.79	nan	127828	0	24359	0	11.56	nan	1990	0	673	0	210748
Q15	34088	0	0	0	0	0	0	0	23468	0	68.85	nan	34088	0	17044	0	17044	0	18360	0	53.86	nan	19646	0	3822	0	11.21	nan	324	0	106	0	34088
Q2	146906	0	0	0	0	0	0	0	102542	0	69.8	nan	146906	0	73453	0	73453	0	81070	0	55.18	nan	86764	0	15778	0	10.74	nan	1276	0	431	0	146906
Q3	101528	0	0	0	0	0	0	0	72645	0	71.55	nan	101528	0	50764	0	50764	0	57172	0	56.31	nan	61252	0	11393	0	11.22	nan	1052	0	376	0	101528
Q4	403826	0	0	0	0	0	0	0	286723	0	71.0	nan	403826	0	201913	0	201913	0	225482	0	55.84	nan	241454	0	45269	0	11.21	nan	3426	0	1042	0	403826
Q5	145970	0	0	0	0	0	0	0	105161	0	72.04	nan	145970	0	72985	0	72985	0	83422	0	57.15	nan	88894	0	16267	0	11.14	nan	1374	0	481	0	145970
Q6	42006	0	0	0	0	0	0	0	30057	0	71.55	nan	42006	0	21003	0	21003	0	23396	0	55.7	nan	25160	0	4897	0	11.66	nan	416	0	146	0	42006
Q7	77542	0	0	0	0	0	0	0	55530	0	71.61	nan	77542	0	38771	0	38771	0	43930	0	56.65	nan	47248	0	8282	0	10.68	nan	840	0	268	0	77542
Q8	124072	0	0	0	0	0	0	0	88560	0	71.38	nan	124072	0	62036	0	62036	0	70248	0	56.62	nan	74942	0	13618	0	10.98	nan	1030	0	336	0	124072
Q9	52326	0	0	0	0	0	0	0	37573	0	71.81	nan	52326	0	26163	0	26163	0	29758	0	56.87	nan	31852	0	5721	0	10.93	nan	472	0	180	0	52326
R1	1624	0	0	0	0	0	0	0	1012	0	62.32	nan	1624	0	812	0	812	0	736	0	45.32	nan	778	0	234	0	14.41	nan	12	0	6	0	1624
