,sampID,elongata_L,elongata_H,sublineata_L,sublineata_H,carinulata_L,carinulata_H,carinata_L,carinata_H,elongata,sublineata,carinulata,carinata,popID
315,G78,0,0.001,0.154,0.262,0,0.001,0.737,0.846,0,0.207,0,0.793,16TX
316,G79,0,0.012,0.986,1,0,0.002,0,0.004,0.002,0.997,0,0.001,27NM
317,G8_rep,0,0.001,0,0.001,0.998,1,0,0.001,0,0,1,0,28NM
318,G80,0,0.011,0.985,1,0,0.001,0,0.007,0.001,0.998,0,0.001,27NM
319,G81,0,0.001,0.993,1,0,0.001,0,0.006,0,0.999,0,0.001,27NM
320,G82,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,27NM
321,G83,0,0.002,0.642,0.802,0,0.001,0.198,0.357,0,0.725,0,0.274,21NM
322,G84,0,0.002,0.994,1,0,0.001,0,0.004,0,0.999,0,0.001,21NM
323,G85,0,0.001,0,0.001,0,0.001,0.997,1,0,0,0,1,15TX
324,G86,0,0.001,0,0.01,0,0.001,0.99,1,0,0.001,0,0.999,15TX
325,G87,0.082,0.137,0,0.005,0,0.001,0.862,0.917,0.109,0.001,0,0.89,15TX
326,G88,0,0.001,0,0.001,0,0.001,0.998,1,0,0,0,1,15TX
327,G89,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
328,G9,0,0.001,0.721,0.82,0,0.001,0.18,0.279,0,0.772,0,0.228,26NM
329,G90,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
330,G92,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
331,G94,0,0.001,0.994,1,0,0.004,0,0.001,0,0.999,0,0,18TX
332,H1,0,0.002,0,0.006,0.025,0.061,0.936,0.974,0,0.001,0.043,0.956,19TX
333,H10,0.024,0.079,0.14,0.258,0.015,0.056,0.655,0.777,0.05,0.198,0.035,0.717,28NM
334,H11_rep,0.021,0.069,0.034,0.083,0.876,0.919,0,0.001,0.044,0.058,0.898,0,28NM
335,H12,0,0.001,0.727,0.828,0,0.001,0.172,0.272,0,0.779,0,0.221,26NM
336,H13,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
337,H14,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
338,H15,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
339,H16,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
340,H17,0.033,0.075,0.903,0.961,0,0.001,0,0.053,0.053,0.938,0,0.009,27NM
341,H18,0.008,0.032,0.966,0.992,0,0.002,0,0.002,0.019,0.98,0,0,27NM
342,H19,0,0.001,0.883,0.952,0,0.001,0.048,0.116,0,0.92,0,0.079,27NM
343,H2,0,0.001,0,0.12,0.039,0.084,0.821,0.938,0,0.06,0.06,0.88,19TX
344,H20,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,27NM
345,H21,0,0.001,0.797,0.887,0,0.001,0.113,0.202,0,0.844,0,0.156,26NM
346,H22,0,0.007,0.378,0.503,0,0.001,0.496,0.621,0.001,0.44,0,0.559,26NM
347,H23,0,0.037,0.793,0.878,0,0.001,0.1,0.189,0.02,0.837,0,0.143,26NM
348,H24,0.052,0.122,0.845,0.924,0,0.041,0,0.043,0.086,0.888,0.019,0.007,26NM
349,H25,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,21NM
350,H26,0.198,0.263,0.736,0.802,0,0.001,0,0.001,0.23,0.77,0,0,21NM
351,H27,0,0.001,0.994,1,0,0.005,0,0.001,0,0.999,0.001,0,21NM
352,H28,0.022,0.057,0.93,0.975,0,0.002,0,0.034,0.038,0.957,0,0.005,21NM
353,H29,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
354,H3,0,0.001,0,0.063,0,0.001,0.937,1,0,0.017,0,0.983,19TX
355,H30,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
356,H31,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
357,H32,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
358,H33,0,0.001,0,0.004,0,0.001,0.996,1,0,0.001,0,0.999,19TX
359,H34,0,0.001,0,0.059,0.043,0.085,0.883,0.953,0,0.009,0.063,0.928,19TX
360,H35,0,0.001,0.033,0.113,0,0.001,0.887,0.967,0,0.071,0,0.929,19TX
361,H36,0,0.001,0,0.002,0,0.001,0.997,1,0,0,0,1,19TX
362,H37,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
363,H38,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
364,H39,0,0.001,0,0.001,0.998,1,0,0.001,0,0,1,0,4CO
365,H4,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
366,H40,0,0.001,0,0.001,0.997,1,0,0.001,0,0,1,0,4CO
367,H41,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,18TX
368,H42,0,0.005,0.904,0.96,0.037,0.08,0,0.038,0.001,0.937,0.057,0.005,18TX
369,H43,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
370,H44,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
371,H45,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
372,H46,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
373,H47,0,0.001,0,0.038,0,0.001,0.962,1,0,0.006,0,0.994,19TX
374,H48,0,0.001,0,0.001,0,0.001,0.998,1,0,0,0,1,19TX
375,H49,0,0.001,0,0.002,0,0.001,0.997,1,0,0,0,1,19TX
376,H5,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
377,H50,0,0.001,0,0.001,0,0.002,0.996,1,0,0,0,0.999,19TX
378,H51,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
379,H52,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
380,H53,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
381,H54,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
382,H55,0,0.001,0,0.115,0,0.001,0.885,1,0,0.059,0,0.941,19TX
383,H56,0,0.001,0,0.009,0,0.001,0.989,1,0,0.001,0,0.998,19TX
384,H57,0,0.001,0,0.002,0,0.001,0.997,1,0,0,0,0.999,19TX
385,H58,0,0.001,0,0.003,0,0.001,0.996,1,0,0,0,0.999,19TX
386,H59,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
387,H6,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,2CO
388,H60,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
389,H62,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,4CO
390,H63,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,18TX
391,H64,0,0.001,0.291,0.412,0,0.001,0.588,0.709,0,0.35,0,0.65,18TX
392,H65_rep,0,0.001,0,0.001,0.998,1,0,0.001,0,0,1,0,18TX
393,H66_rep,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,18TX
394,H67,0,0.001,0.472,0.599,0,0.001,0.401,0.527,0,0.536,0,0.464,28NM
395,H68,0,0.001,0.397,0.521,0,0.001,0.479,0.603,0,0.459,0,0.541,28NM
396,H69_rep,0,0.003,0,0.006,0.993,1,0,0.003,0,0.001,0.999,0,28NM
397,H7,0,0.001,0,0.006,0.993,1,0,0.002,0,0.001,0.999,0,2CO
398,H70,0,0.001,0.986,1,0,0.001,0,0.014,0,0.998,0,0.002,26NM
399,H71,0,0.036,0.796,0.885,0,0.001,0.096,0.19,0.017,0.843,0,0.14,26NM
400,H72,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,26NM
401,H8_rep,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,28NM
402,H9,0,0.002,0.348,0.466,0,0.001,0.533,0.651,0,0.407,0,0.593,28NM
403,I01,0,0.006,0,0.013,0.986,1,0,0.009,0.001,0.004,0.994,0.002,46CH
404,I02,0,0.001,0,0.002,0.997,1,0,0.001,0,0,1,0,46CH
405,I03,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
406,I04,0,0.001,0,0.028,0.97,0.99,0,0.024,0,0.015,0.981,0.005,46CH
407,I05,0,0.001,0,0.001,0.997,1,0,0.001,0,0,1,0,46CH
408,I06,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
409,I07,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
410,I08,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
411,I09,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
412,I10,0,0.001,0,0.001,0.998,1,0,0.001,0,0,1,0,46CH
413,I11,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
414,I12,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
415,I13,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
416,I14,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
417,I15,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
418,I16,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
419,I17,0,0.001,0,0.001,0.998,1,0,0.001,0,0,1,0,46CH
420,I18,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
421,I19,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
422,I20,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
423,I21,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
424,I22,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
425,I23,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
426,I24,0,0.001,0,0.001,0.999,1,0,0.001,0,0,1,0,46CH
427,J14,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,51TX
428,J15,0,0.001,0.997,1,0,0.001,0,0.002,0,1,0,0,51TX
429,J16,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,51TX
430,J17,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
431,J18,0,0.024,0.975,1,0,0.001,0,0.001,0.012,0.988,0,0,51TX
432,J19,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
433,J20,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
434,J21,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
435,J22,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
436,J23,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,51TX
437,J24,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
438,J25,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
439,J26,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
440,J27,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,51TX
441,K1,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
442,K2,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
443,K3,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
444,K32,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
445,K33,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
446,K34,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,50TX
447,K4,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,50TX
448,K5,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,50TX
449,L1,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
450,L10,0,0.001,0.991,1,0,0.004,0,0.005,0,0.999,0,0.001,49TX
451,L11,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
452,L12,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
453,L13,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
454,L14,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
455,L15,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
456,L16,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
457,L17,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
458,L18_rep,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
459,L19,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
460,L2,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
461,L20,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
462,L21,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
463,L22,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
464,L23,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
465,L24,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
466,L26,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
467,L27,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
468,L28,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
469,L3,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
470,L4,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
471,L5,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
472,L6,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
473,L7,0,0.001,0.995,1,0,0.001,0,0.005,0,0.999,0,0.001,49TX
474,L8,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,49TX
475,L9_rep,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,49TX
476,N1,0,0.001,0.995,1,0,0.001,0,0.004,0,0.999,0,0.001,47TX
477,N10,0,0.002,0.981,1,0,0.018,0,0.002,0,0.994,0.006,0,47TX
478,N11,0,0.001,0.997,1,0,0.002,0,0.001,0,1,0,0,47TX
479,N12,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
480,N13,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
481,N14,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
482,N15,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
483,N16,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
484,N17,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
485,N18,0,0.002,0.973,1,0,0.023,0,0.017,0,0.989,0.008,0.002,47TX
486,N19,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
487,N20,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
488,N21,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
489,N24,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
490,N25,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
491,N26,0,0.001,0.972,1,0,0.027,0,0.004,0,0.986,0.013,0.001,47TX
492,N27,0,0.001,0.987,1,0,0.013,0,0.001,0,0.997,0.002,0,47TX
493,N28,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
494,N3,0,0.002,0.987,1,0,0.012,0,0.001,0,0.998,0.002,0,47TX
495,N4,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
496,N5,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
497,N6,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,47TX
498,N7,0,0.001,0.888,0.934,0.066,0.112,0,0.001,0,0.912,0.088,0,47TX
499,N8,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
500,N9,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,47TX
501,Q1,0,0.001,0,0.002,0,0.001,0.998,1,0,0,0,1,CARINA_LAB
502,Q11,0,0.001,0,0.002,0,0.001,0.997,1,0,0,0,1,CARINA_LAB
503,Q12,0,0.001,0,0.001,0,0.001,0.998,1,0,0,0,1,CARINA_LAB
504,Q13,0,0.001,0,0.005,0,0.001,0.995,1,0,0.001,0,0.999,CARINA_LAB
505,Q14,0,0.001,0,0.003,0,0.001,0.997,1,0,0,0,0.999,CARINA_LAB
506,Q15,0,0.001,0,0.023,0,0.001,0.976,1,0,0.003,0,0.997,CARINA_LAB
507,Q2,0,0.001,0,0.002,0,0.001,0.998,1,0,0,0,1,CARINA_LAB
508,Q3,0,0.001,0,0.001,0,0.001,0.998,1,0,0,0,1,CARINA_LAB
509,Q4,0,0.001,0,0.001,0,0.001,0.998,1,0,0,0,1,CARINA_LAB
510,Q5,0,0.001,0,0.01,0,0.001,0.99,1,0,0.001,0,0.999,CARINA_LAB
511,Q6,0,0.001,0,0.061,0,0.005,0.939,1,0,0.013,0.001,0.986,CARINA_LAB
512,Q7,0,0.001,0,0.004,0,0.001,0.996,1,0,0.001,0,0.999,CARINA_LAB
513,Q8,0,0.001,0,0.014,0,0.001,0.986,1,0,0.002,0,0.998,CARINA_LAB
514,Q9,0,0.001,0,0.002,0,0.002,0.996,1,0,0,0,0.999,CARINA_LAB
515,R10,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
516,R11,0,0.001,0.996,1,0,0.001,0,0.003,0,0.999,0,0,SUB_LAB
517,R12,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
518,R13,0,0.001,0.997,1,0,0.001,0,0.002,0,0.999,0,0,SUB_LAB
519,R14,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
520,R15,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
521,R16,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
522,R17,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
523,R18,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
524,R19,0,0.001,0.979,1,0,0.016,0,0.013,0,0.994,0.004,0.002,SUB_LAB
525,R2,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
526,R20,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
527,R3,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
528,R5,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
529,R6,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
530,R7,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
531,R9,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,SUB_LAB
532,S1,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
533,S11_rep,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
534,S12,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
535,S13,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
536,S15,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
537,S16,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
538,S17,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
539,S18,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
540,S19,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
541,S2,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
542,S20,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
543,S21,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
544,S22,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
545,S23,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
546,S24,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
547,S3,0,0.001,0.993,1,0,0.002,0,0.003,0,0.999,0,0.001,52TX
548,S4,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
549,S6,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
550,S7,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
551,S8,0,0.001,0.999,1,0,0.001,0,0.001,0,1,0,0,52TX
552,S9,0,0.001,0.998,1,0,0.001,0,0.001,0,1,0,0,52TX
