D1	elongata
D12	elongata
D13	elongata
D16	elongata
D17	elongata
D18	elongata
D19	elongata
D2	elongata
D20	elongata
D21	elongata
D22	elongata
D23	elongata
D27	elongata
D3	elongata
D33	elongata
D34	elongata
D35	elongata
D37	elongata
D38	elongata
D39	elongata
D4	elongata
D40	elongata
D41	elongata
D42	elongata
D43	elongata
D44	elongata
D46	elongata
D47	elongata
D48	elongata
D49	elongata
D5	elongata
D50	elongata
D51	elongata
D52	elongata
D53	elongata
D54	elongata
D55	elongata
D56	elongata
D57	elongata
D58	elongata
D59	elongata
D6	elongata
D60	elongata
D61	elongata
D62	elongata
D63	elongata
D64	elongata
D7	elongata
D72	elongata
D73	elongata
D75	elongata
D76	elongata
D77	elongata
D78	elongata
D79	elongata
D8	elongata
D80	elongata
D81	elongata
D82	elongata
D83	elongata
D84	elongata
D85	elongata
D86	elongata
D87	elongata
D88	elongata
D89	elongata
D90	elongata
D91	elongata
D92	elongata
D93	elongata
D94	elongata
E1	carinulata
E10	carinulata
E11	carinulata
E12	carinulata
E13	carinulata
E15_rep	carinulata
E17	carinulata
E18	carinulata
E19	carinulata
E20	carinulata
E21	carinulata
E22	carinulata
E23	carinulata
E24_rep	carinulata
E25	carinulata
E26	carinulata
E27	carinulata
E28	carinulata
E3	carinulata
E31	carinulata
E32	carinulata
E33	carinulata
E34	carinulata
E35	carinulata
E36	carinulata
E37	carinulata
E38	carinulata
E39	carinulata
E4	carinulata
E40	carinulata
E41	carinulata
E42	carinulata
E43	carinulata
E44	carinulata
E45	carinulata
E46	carinulata
E47	carinulata
E48	carinulata
E49	carinulata
E5	carinulata
E50	carinulata
E51	carinulata
E52	carinulata
E53	carinulata
E54	carinulata
E55	carinulata
E56	carinulata
E57	carinulata
E58	carinulata
E59	carinulata
E60	carinulata
E61	carinulata
E62	carinulata
E63	carinulata
E64	carinulata
E65	carinulata
E67	carinulata
E68	carinulata
E69	carinulata
E7	carinulata
E70	carinulata
E75	carinulata
E76	carinulata
E77	carinulata
E78	carinulata
E8	carinulata
E82	carinulata
E84	carinulata
E85	carinulata
E86	carinulata
E87	carinulata
E9	carinulata
E90	carinulata
E92	carinulata
E94	carinulata
E95	carinulata
F1	carinulata
F10	carinulata
F11	carinulata
F12	carinulata
F13	carinulata
F14	carinulata
F15	carinulata
F16	carinulata
F17	carinulata
F18	carinulata
F2	carinulata
F20	carinulata
F22	carinulata
F23	carinulata
F24	carinulata
F25	carinulata
F26	carinulata
F27	carinulata
F28	carinulata
F29	carinata
F30	carinata
F34	carinata
F35	carinata
F36	carinata
F37	carinulata
F38	carinulata
F39	carinulata
F4	carinulata
F43	carinata
F44	carinata
F45	carinata
F47	carinata
F49	carinulata
F5	carinulata
F50	carinulata
F52	carinulata
