id	longitude	latitude	region
1WY	-108.18	44.86	REGION_1
34UT	-112.93	39.23	REGION_2
2CO	-104.61	38.34	REGION_1
4CO	-103.25	38.26	REGION_1
5CO	-103.42	37.7	REGION_1
11CO	-104.16	37.34	REGION_2
32UT	-113.58	37.07	REGION_2
31NV	-114.26	36.69	REGION_2
33NV	-114.4	36.38	REGION_2
12AZ	-114.64	35.12	REGION_2
